name,player_id,team_id,season_id,player_id,season_id,Pos,Class,height,weight,wingspan,vertical,IS,OS,Rng,Fin,Reb,IDef,PDef,IQ,Pass,Hnd,Drv,Str,Spd,Sta,SI,POT,Stars,Primary_Position,adj_OEPM,adj_DEPM,adj_EPM,adj_OEPM_scaled,adj_DEPM_scaled,adj_EPM_scaled
Keith Gordon,193821,577,2044,193821,2044,SF PF sg c ,RS SR,77.5,195,77.25,31.0,8,16,15,18,10,10,11,10,8,14,14,16,18,11,179,12,3,SF,3.7310123837501,3.00265682451543,6.73366920826554,6.31194214471142,4.02067368176425,10.3326158264757
Brent Holmes,204654,875,2045,204654,2045,PF sf c ,RS JR,77.5,250,81.0,31.5,16,10,11,10,14,12,13,15,7,8,13,11,9,11,160,12,3,PF,4.45164765180398,2.08458085691343,6.5362285087174,7.51324113655723,2.81615801227042,10.3293991488276
Ken South,204307,288,2044,204307,2044,PF pg sg c ,JR,79.0,215,82.0,26.0,5,10,16,9,7,11,8,15,13,7,10,9,10,10,140,11,2,PF,2.75467078866042,4.21685658805999,6.97152737672041,4.68438070569692,5.61370377153471,10.2980844772316
Vojtěch Kučera,216282,760,2046,216282,2046,C ,RS SR,83.0,245,90.25,27.5,12,12,13,11,15,11,6,11,8,10,8,9,8,9,143,11,2,C,2.77022242182187,4.19053878341657,6.96076120523844,4.71030527817706,5.57917481184254,10.2894800900196
Sam Britton,202590,737,2044,202590,2044,PG SG PF ,JR,79.0,255,85.0,28.5,8,6,9,12,8,11,12,17,15,15,6,5,13,7,144,11,2,PG,3.06395042684993,3.81324121065433,6.87719163750426,5.19994986255884,5.08416039637849,10.2841102589373
Rodrigo Medoza ,218146,874,2046,218146,2046,C ,RS SR,81.5,205,83.25,29.0,10,7,9,5,14,18,12,11,8,9,11,16,10,5,145,11,1,C,1.51910094979345,5.75886037298038,7.27796132277384,2.62468578430569,7.63681273735026,10.261498521656
Elvis McAlister,198607,933,2044,198607,2044,PG sg sf ,SR,75.0,185,83.0,34.5,8,12,8,11,6,11,17,11,13,16,16,9,17,13,168,12,3,PG,1.83253402563151,5.34565749079425,7.17819151642576,3.14717872172774,7.09469055592205,10.2418692776498
Kelly White,201140,942,2044,201140,2044,C PF ,SR,80.5,220,86.0,32.5,11,12,14,7,15,7,10,13,7,11,9,13,13,10,152,11,2,C,4.34851021251396,2.13771030882322,6.48622052133717,7.34131102526077,2.88586385317606,10.2271748784368
Harvey Billingsley,200831,400,2045,200831,2045,SF pf c ,RS SR,76.5,205,82.0,32.0,9,15,10,6,7,14,9,13,6,12,7,16,7,18,149,11,2,SF,3.54598922018492,3.14943556589159,6.69542478607651,6.00350853104826,4.21324739044977,10.216755921498
Rodrick Edwards,199126,637,2044,199126,2044,PG SG ,SR,74.0,180,78.0,30.5,6,18,12,10,9,8,10,13,12,15,16,16,17,14,176,12,3,PG,3.17094004073996,3.6128012590105,6.78374129975046,5.37830154891352,4.82118317982177,10.1994847287353
Gregory Romano,201205,234,2046,201205,2046,SF PF pg ,RS SR,78.0,190,82.25,31.0,11,12,17,13,17,14,13,14,16,13,10,14,8,8,180,12,3,SF,4.12347306432358,2.4008694479914,6.52434251231498,6.96617409922742,3.23112864376472,10.1973027429921
Grant Frost,197337,754,2045,197337,2045,PF SF c ,RS SR,78.0,200,82.0,35.0,16,7,9,6,14,15,15,10,14,15,14,7,13,14,169,12,3,PF,2.4806149376683,4.4879141851615,6.9685291228298,4.22752960209306,5.96933133893189,10.1968609410249
Donald Bartley,211487,814,2045,211487,2045,C PF ,SO,80.5,230,83.0,32.5,18,12,11,7,14,14,13,12,7,7,9,12,13,9,158,11,3,C,3.16602526459186,3.61670044744002,6.78272571203188,5.37010861707463,4.82629891504131,10.1964075321159
Jordan Pozzi,198425,36,2045,198425,2045,C ,RS SR,83.0,220,92.25,30.0,15,11,15,8,14,14,12,14,7,9,7,12,10,8,156,11,3,C,3.45252209687011,3.25217633873895,6.70469843560906,5.84769883648248,4.3480432844255,10.195742120908
Roger Armstrong,208581,451,2045,208581,2045,PF c ,JR,78.0,200,86.0,26.0,11,11,10,9,10,10,8,11,8,11,9,11,9,15,143,12,3,PF,2.51297383857546,4.44195258735368,6.95492642592914,4.2814718899053,5.90902972260803,10.1905016125133
Dean Tomaszewski,204305,840,2045,204305,2045,C ,SR,82.5,250,87.0,29.5,8,7,11,4,10,10,9,16,10,6,11,8,13,7,130,10,2,C,2.24234797003643,4.75493308254335,6.99728105257978,3.83033856705072,6.31966013229688,10.1499986993476
Parker Clymer,195659,875,2044,195659,2044,SG sf ,RS SR,75.5,200,80.0,29.5,13,11,13,5,12,10,9,14,14,11,17,10,14,10,163,12,2,SG,2.76270441574163,4.08840252554687,6.8511069412885,4.69777276204129,5.4451720415175,10.1429448035588
Bob Hackett,204567,640,2046,204567,2046,SG pf c ,RS SR,77.5,225,80.0,27.5,8,9,16,16,15,14,12,10,8,16,12,10,12,15,173,12,3,SG,2.85929882958892,3.93551533150865,6.79481416109756,4.85879564992473,5.24458404293935,10.1033796928641
Patrick Mason,205619,515,2044,205619,2044,C PF ,JR,80.5,235,86.25,33.5,15,10,12,11,14,9,9,11,9,8,9,13,9,12,151,13,3,C,4.34642431447192,2.04594412986676,6.39236844433867,7.33783383322468,2.76546662638518,10.1033004596099
Keith Montgomery,207821,635,2046,207821,2046,C PF pg ,SR,83.0,210,86.25,33.0,20,20,10,16,12,17,14,20,12,12,15,17,13,8,206,14,5,C,3.07547311045284,3.65819066385616,6.73366377430899,5.21915817612488,4.88073407897928,10.0998922551042
Christian Hamilton,196851,522,2044,196851,2044,PF SF C ,RS JR,78.0,195,84.25,26.5,6,12,10,11,10,15,15,13,9,14,14,13,8,7,157,11,2,PF,1.97668141723646,5.04334808339479,7.02002950063125,3.38747242353318,6.69806061341396,10.0855330369471
Cody Coon,205267,790,2046,205267,2046,PG SG ,RS SR,74.0,195,78.0,29.5,9,11,18,11,9,8,14,18,13,7,16,4,19,18,175,13,3,PG,2.00000372078913,5.00565471761419,7.00565843840332,3.42635070355548,6.64860691750982,10.0749576210653
Brad Kimmel,202792,51,2046,202792,2046,PF sg ,RS SR,75.5,220,82.0,30.0,9,6,10,13,15,9,15,10,16,6,17,9,10,17,162,12,3,PF,3.49265986698787,3.08486325238473,6.5775231193726,5.91460849926878,4.12852851512877,10.0431370143975
Doug Eads,209618,25,2046,209618,2046,C PG sf pf ,RS JR,82.0,220,85.0,28.5,20,14,15,19,18,19,13,20,13,18,12,16,14,9,220,15,5,C,4.04970247378591,2.37601903424742,6.42572150803332,6.84319852480111,3.19852490093261,10.0417234257337
Stanley Schafer,211741,145,2046,211741,2046,C ,JR,84.0,265,84.0,37.5,14,11,8,6,18,8,6,13,4,9,5,10,8,7,127,10,1,C,4.41808103935308,1.90105813476435,6.31913917411742,7.45728559360158,2.57537620081082,10.0326617944124
Harvey Jansson,208443,993,2046,208443,2046,PG SF PF sg c ,RS JR,75.5,190,79.0,27.0,11,13,14,12,8,14,15,17,10,15,16,14,14,17,190,13,5,PG,2.89291783201235,3.83309109376562,6.72600892577797,4.9148385269646,5.11020344302049,10.0250419699851
Carson Lenz,201374,853,2045,201374,2045,PG sg ,SR,77.0,180,83.0,31.5,11,15,14,16,10,6,12,18,15,15,13,12,16,16,189,13,5,PG,3.7600526809534,2.69822849340806,6.45828117436146,6.36035232014932,3.62126371135137,9.98161603150069
Tom Switzer,207657,571,2046,207657,2046,C ,SR,83.0,235,88.0,26.0,15,14,10,12,13,15,4,18,9,7,8,14,10,7,156,12,3,C,2.43118370192081,4.37709261596129,6.8082763178821,4.14512773210198,5.82393344014121,9.9690611722432
Ned Herzog,204473,939,2044,204473,2044,SF sg ,JR,76.5,215,81.0,32.0,6,11,12,7,8,6,7,14,5,12,9,9,9,10,125,11,2,SF,4.13134010129625,2.20652967459844,6.33786977589469,6.97928844986085,2.97615486107315,9.95544331093401
C.J. Pollock,192832,466,2044,192832,2044,SF pf ,RS SR,77.0,195,81.0,30.0,14,10,11,12,16,7,14,12,7,15,8,10,19,17,172,12,3,SF,2.62119026924332,4.11657505907871,6.73776532832203,4.46186867982862,5.48213440551126,9.94400308533988
John Cain,198672,23,2044,198672,2044,C pf ,SR,84.5,235,91.25,28.5,5,8,12,7,8,7,8,10,9,4,12,8,11,9,118,8,0,C,1.37184572723416,5.69798067426445,7.06982640149861,2.37921132829935,7.55693857263496,9.93614990093431
Kenny Fuller,200465,711,2044,200465,2044,C PF pg sf ,SR,77.5,225,82.25,32.0,10,12,10,5,16,13,14,11,12,11,17,12,12,8,163,11,3,C,1.0859647698032,6.05350850354029,7.13947327334349,1.90264777226193,8.02339108464487,9.9260388569068
Trent Madden,200081,748,2045,200081,2045,PF SF ,RS SR,79.0,225,83.0,27.0,17,10,16,12,6,14,12,13,16,11,10,11,12,17,177,12,2,PF,0.56352897276192,6.70326934178089,7.26679831454281,1.03174729859412,8.87587730441653,9.90762460301065
Cedric O`Neil,207197,459,2046,207197,2046,PF C ,SR,81.0,235,83.0,30.5,16,12,9,11,14,13,4,18,12,7,15,14,14,14,173,12,3,PF,2.86972079261925,3.74757293723583,6.61729372985508,4.87616906229629,4.99800362165341,9.8741726839497
Jimmie Boggs,196693,888,2044,196693,2044,PF sf c ,SR,78.0,245,86.0,32.5,14,10,15,11,5,14,9,14,8,16,10,10,7,14,157,11,2,PF,2.7980910381487,3.82517740040837,6.62326843855707,4.75676226159388,5.09982067733579,9.85658293892967
Sonny Brady,200713,899,2044,200713,2044,PG SG ,SR,69.5,165,73.25,28.5,5,16,19,18,5,7,18,17,13,9,11,14,14,13,179,12,3,PG,2.24336877891684,4.51016682203028,6.75353560094711,3.83204025545437,5.99852679850372,9.83056705395809
Harry Thatcher,197484,462,2044,197484,2044,PF SF c ,RS JR,80.0,240,86.0,30.0,15,14,16,8,15,17,12,6,9,6,13,15,9,15,170,12,3,PF,4.28443971810133,1.89235039257904,6.17679011068037,7.23450551107492,2.56395164306369,9.79845715413862
Truman Greene,204741,454,2045,204741,2045,PG ,SR,72.5,175,77.0,29.5,4,10,11,17,8,4,11,15,14,13,18,8,14,15,162,11,2,PG,3.09348334662804,3.40159053225746,6.4950738788855,5.24918123982895,4.54407470632179,9.79325594615074
Jeff Lucas,193419,662,2044,193419,2044,SF pg sg ,RS SR,76.0,205,77.0,32.5,13,10,16,8,6,14,14,14,10,12,10,10,12,18,167,12,3,SF,2.82123215051094,3.74348221448138,6.56471436499232,4.79533849590174,4.99263659339957,9.78797508930131
Percy Butts,194797,216,2044,194797,2044,PF c ,RS SR,81.5,245,87.0,31.5,7,5,12,6,18,16,14,6,11,5,9,6,12,12,139,11,1,PF,2.20313138061905,4.52718075710598,6.73031213772504,3.76496451249196,6.02084908132305,9.78581359381501
Edgar Nichols,210393,865,2046,210393,2046,SG pg sf ,JR,74.0,190,75.0,28.0,8,8,8,16,5,7,9,17,15,15,12,9,10,16,155,12,3,SG,3.33412495926968,3.08919952395224,6.42332448322192,5.65033080810255,4.13421770342534,9.78454851152789
Félix Orta,208626,582,2044,208626,2044,SG PG ,RS SR,72.0,190,76.25,40.0,9,15,17,14,9,9,11,14,6,11,13,13,18,10,169,12,3,SG,1.92274574344334,4.86464197756342,6.78738772100676,3.29756165532004,6.46359820256321,9.76115985788326
Byron Burton,202748,294,2044,202748,2044,C ,JR,83.0,250,89.25,28.5,9,5,7,4,14,5,6,11,8,8,3,5,11,14,110,10,1,C,1.96402759694292,4.80801972142374,6.77204731836667,3.36637850510385,6.38930980250795,9.7556883076118
Jackson Jones,201028,106,2044,201028,2044,SF pf ,SR,79.5,235,82.0,31.5,7,16,15,12,14,7,5,10,10,7,7,15,13,13,151,12,2,SF,2.91867063256623,3.59236267523891,6.51103330780514,4.95776844548791,4.79436775791345,9.75213620340136
Malik McDonald,203857,620,2045,203857,2045,SG ,SR,75.5,185,79.0,33.5,9,8,11,7,5,7,12,17,9,9,16,7,15,8,140,11,2,SG,2.53116432092935,4.08110349894731,6.61226781987666,4.31179542398923,5.43559571861888,9.7473911426081
Mamoudou Loua,212346,2,2044,212346,2044,PF ,SR,79.0,200,79.0,36.0,8,11,13,12,12,8,8,12,5,11,13,12,8,13,146,13,3,PF,4.2247559550197,1.92602579151818,6.15078174653788,7.13501267801785,2.60813376647185,9.7431464444897
Earl Burroughs,201688,542,2045,201688,2045,C PF ,SR,81.0,220,83.0,30.0,7,7,8,10,14,8,7,16,10,10,12,8,7,6,130,10,2,C,1.99472650843498,4.75887131460516,6.75359782304014,3.41755359056111,6.32482709276197,9.74238068332308
Martin McClintock,207179,648,2046,207179,2046,C ,RS JR,81.0,220,84.0,32.5,8,7,13,6,16,11,6,15,8,11,11,14,8,9,143,12,2,C,2.35974737100652,4.2897133804995,6.64946075150602,4.02604336846786,5.70929188321534,9.73533525168321
Joel Barker,207563,781,2046,207563,2046,SF pg pf c ,SR,79.5,240,85.25,30.5,15,6,4,11,17,14,13,9,14,11,6,7,11,8,146,11,3,SF,3.81026123965729,2.44027662564114,6.25053786529844,6.44404998750871,3.28283086084118,9.72688084834989
Cole Wilde,206071,781,2046,206071,2046,PG sg sf pf ,SR,77.0,235,81.25,30.5,5,17,15,9,6,12,10,16,13,16,8,11,14,5,157,11,3,SG,3.81026123965729,2.44027662564114,6.25053786529844,6.44404998750871,3.28283086084118,9.72688084834989
Charles Elliott,201209,940,2045,201209,2045,C sf ,SR,83.0,240,88.0,29.0,14,8,9,6,8,14,4,16,11,4,9,9,5,8,125,11,1,C,2.22040441905194,4.45872212853544,6.67912654758738,3.79375866755959,5.93103136063849,9.72479002819808
Mitch Bell,199740,108,2044,199740,2044,SF pg pf ,RS JR,78.5,230,81.0,34.5,8,7,17,13,12,4,15,13,13,13,7,7,13,12,154,12,3,SF,3.87491970795955,2.35207533472543,6.22699504268498,6.55183565416857,3.16711076715976,9.71894642132833
Christian Richmond,199112,465,2044,199112,2044,C pf ,SR,82.5,240,86.25,29.5,12,13,7,12,14,11,11,12,5,4,12,15,13,10,151,12,3,C,2.11104252711116,4.5882625713826,6.69930509849376,3.6114523936943,6.10098842165397,9.71244081534827
Brooks De Lucia,204882,945,2045,204882,2045,SG sf ,SR,76.5,225,79.0,33.0,6,15,10,11,11,10,14,12,14,13,17,14,12,11,170,12,3,SG,3.21324198880264,3.18732757863544,6.40056956743808,5.448818896334,4.26296171116969,9.7117806075037
D`Angelo Perkins,200716,426,2045,200716,2045,SF PF C ,RS SR,81.0,240,80.0,26.0,12,14,4,9,11,6,11,6,9,15,13,15,9,10,144,10,2,SF,2.57137122412375,3.98573584430202,6.55710706842577,4.37882033161429,5.31047335572425,9.68929368733854
Aaron Owens,201828,259,2045,201828,2045,C ,RS JR,82.5,240,89.25,30.5,7,12,14,11,13,18,9,16,12,10,5,14,12,14,167,12,3,C,1.53730849550355,5.28661644397697,6.82392493948052,2.65503776300442,7.01722870249779,9.6722664655022
Carlton Phelps,194787,229,2044,194787,2044,SG SF pg ,RS SR,71.5,190,77.0,33.5,5,12,13,9,7,9,18,11,6,6,7,11,16,12,142,10,2,SG,1.47778506424655,5.35627701417454,6.83406207842109,2.55581220309899,7.108623370597,9.66443557369599
Rickey McCullough,192256,167,2044,192256,2044,PF c ,RS SR,81.5,210,83.0,43.0,8,9,7,7,11,18,15,16,11,9,15,10,13,8,157,12,3,PF,3.26255724935004,3.06775134484007,6.3303085941901,5.53102743566651,4.10607769243017,9.63710512809668
Nicholas Reynolds,204810,812,2044,204810,2044,SF PG pf c ,JR,82.0,225,87.0,32.0,19,18,13,9,17,17,17,19,15,18,13,18,15,11,219,15,5,SF,3.93584658264312,2.21016408990509,6.14601067254822,6.65340075426609,2.98092321395548,9.63432396822157
Timothy Hayes,200354,649,2044,200354,2044,C sf pf ,SR,79.0,245,84.25,27.5,8,11,5,7,16,5,7,16,7,8,12,13,15,6,136,10,2,C,5.27993058338782,0.498921364796712,5.77885194818453,8.8939887835075,0.735772758613286,9.62976154212079
Quentin Huber,207390,152,2045,207390,2045,SG ,JR,73.0,170,78.0,33.0,3,5,7,6,8,7,9,12,12,11,9,3,14,7,113,10,1,SG,2.32485442037992,4.25345833732666,6.57831275770658,3.96787681977333,5.66172526657258,9.62960208634591
Ken Holden ,205066,617,2044,205066,2044,C PF sf ,JR,80.5,260,83.0,28.5,12,10,7,8,9,15,12,10,11,7,6,12,13,12,144,11,2,C,2.51710340309007,4.00804585454507,6.52514925763514,4.28835587395114,5.33974408916313,9.62809996311427
Marlin Haywood,204007,320,2045,204007,2045,C PF pg ,SR,80.5,220,84.0,27.5,13,10,14,11,14,18,7,17,13,8,15,11,14,14,179,13,4,C,2.21967371588768,4.36835516635905,6.58802888224673,3.79254058538476,5.81246990626307,9.60501049164784
Danny Schmitz,201849,340,2045,201849,2045,PF c ,RS JR,82.5,230,83.25,43.0,11,7,10,11,17,16,5,9,6,11,10,8,14,9,144,11,2,PF,3.31006897779635,2.97045873910858,6.28052771690492,5.61022948698651,3.97842979371045,9.58865928069696
Henry Black,205879,185,2045,205879,2045,SF SG pg ,RS SO,75.0,210,78.0,30.5,9,14,7,10,9,9,9,5,10,14,14,13,17,17,157,11,3,SF,3.25108082318125,3.04216593905915,6.2932467622404,5.51189623324315,4.0725096400456,9.58440587328875
Brooks Blakely,202229,34,2045,202229,2045,SG PG sf ,SR,75.5,200,75.25,29.0,9,15,13,10,7,11,15,15,8,20,11,14,14,19,181,12,4,SG,2.48517775015947,4.01041693549685,6.49559468565631,4.23513581051583,5.34285494737186,9.5779907578877
Deon Logan,209939,958,2046,209939,2046,C sg ,SR,83.0,250,89.0,27.0,15,14,10,12,13,9,7,5,8,7,8,13,13,5,139,10,1,C,2.57592301814991,3.88705101716678,6.46297403531669,4.38640817225589,5.18099886252281,9.56740703477871
Manny Broderick,203560,388,2045,203560,2045,PG sf ,RS JR,79.5,180,81.0,31.5,4,7,14,8,5,7,14,16,16,9,15,5,13,15,148,12,2,PG,3.04102227579956,3.29186923381821,6.33289150961777,5.16172863475787,4.4001203627695,9.56184899752737
Franklin Hillman,201148,168,2044,201148,2044,SG sf ,SR,75.5,190,78.25,27.5,9,8,12,7,4,6,6,10,7,7,13,6,15,11,121,10,1,SG,3.2924537482919,2.97008957190996,6.26254332020186,5.5808648994026,3.97794544634587,9.55881034574847
Jalen Rich,203406,455,2045,203406,2045,C PF ,SR,81.0,225,85.0,26.0,18,11,10,9,15,10,6,6,9,11,9,12,13,13,152,11,2,C,3.38577014634976,2.83423078145996,6.22000092780973,5.73642333496505,3.79969871327547,9.53612204824053
Cole Beck,201400,773,2045,201400,2045,PG sg ,SR,71.5,185,73.0,28.5,6,14,8,11,4,8,19,5,18,14,13,11,15,8,154,11,2,PG,2.6784699124331,3.71823694081837,6.39670685325147,4.55735384502598,4.95951479435371,9.51686863937969
Lee White,214032,236,2045,214032,2045,C sf ,SO,81.0,215,85.25,33.0,13,10,6,8,9,7,4,11,2,4,4,11,4,12,105,10,1,C,3.33558102466965,2.88291207582206,6.21849310049171,5.6527580691243,3.86356857147854,9.51632664060285
Carl Hughes,204488,482,2045,204488,2045,C PF ,SR,80.0,235,83.0,33.5,16,7,9,11,16,13,9,16,8,11,5,8,6,13,148,11,2,C,3.57216384271061,2.57862886903629,6.15079271174691,6.0471416267986,3.46434900417562,9.51149063097421
Timmy Mitchell,206177,798,2046,206177,2046,PG SG C sf pf ,SR,78.5,215,86.0,36.0,12,13,14,11,13,10,18,15,14,13,17,5,12,7,174,12,4,PG,3.54746281192745,2.58867257036261,6.13613538229006,6.00596500848305,3.47752634031575,9.4834913487988
Floyd Wechsler,210124,18,2046,210124,2046,SF sg ,SR,74.0,175,79.0,35.5,9,16,7,6,10,11,13,9,7,15,10,9,15,12,149,10,2,SF,2.643235726272,3.7342594673088,6.3774951935808,4.49861845669543,4.98053634910915,9.47915480580457
Walter Scholz,201636,755,2045,201636,2045,SG pg sf ,SR,74.5,215,78.25,28.5,5,18,10,9,6,4,9,16,18,6,7,16,13,18,155,10,2,SG,2.91747694390491,3.38048628947076,6.29796323337567,4.95577856648948,4.51638593978564,9.47216450627512
Cliff Kovach,214789,295,2046,214789,2046,C PF ,JR,81.5,225,81.25,38.0,18,11,7,5,8,13,6,17,5,6,5,10,4,10,125,10,2,C,4.48145024942805,1.38993664867499,5.87138689810304,7.56292206679656,1.90478481106158,9.46770687785814
Shannon Woodard,208256,834,2046,208256,2046,PG ,SR,74.0,195,78.25,25.0,12,7,12,7,5,9,16,14,12,19,13,5,14,14,159,11,3,PG,2.66529250022631,3.69579641415477,6.36108891438108,4.53538709887726,4.93007282337106,9.46545992224832
Dirk Hayes,204263,477,2045,204263,2045,SF ,RS JR,77.0,230,83.0,27.0,13,12,16,8,8,9,13,16,10,9,15,12,9,15,165,12,3,SF,2.69978809848755,3.65026707226354,6.35005517075109,4.59289126117875,4.87033832680976,9.46322958798851
Sean Rice,210750,84,2046,210750,2046,PG SG sf ,RS SO,76.0,195,80.0,33.0,8,10,14,6,8,7,16,17,15,7,14,7,15,5,149,12,3,PG,3.54320560223691,2.57708709280681,6.12029269504372,5.99886823992894,3.46232619376254,9.46119443369147
Andy George,201029,632,2044,201029,2044,PF SF ,SR,78.0,230,81.0,27.5,9,12,6,8,10,12,9,13,7,13,12,13,7,11,142,11,2,PF,2.75193073574183,3.56728496381076,6.31921569955259,4.67981303748163,4.76146580051972,9.44127883800135
Nolan Mull,198316,620,2044,198316,2044,SG sf ,SR,78.5,230,82.25,33.0,7,7,11,16,4,7,7,15,10,17,12,6,17,17,153,11,2,SG,4.28072193301641,1.62058078897305,5.90130272198946,7.22830796333835,2.20738992313265,9.435697886471
Dave Boone,199175,754,2044,199175,2044,C PF sg ,RS JR,79.5,215,82.25,38.5,11,12,9,10,9,16,7,14,12,9,13,13,17,8,160,12,3,C,3.41834682531142,2.70614247536088,6.1244893006723,5.79072865879414,3.63164685567348,9.42237551446762
Bob Brown,193511,419,2044,193511,2044,SG sf ,RS SR,73.0,205,73.0,28.0,11,10,14,12,11,6,11,16,9,12,8,9,15,13,157,11,2,SG,3.86563957221245,2.12681801685819,5.99245758907064,6.53636566787816,2.87157316611795,9.4079388339961
Major Chatman,210631,684,2046,210631,2046,SF pg pf ,RS SO,78.0,200,81.0,31.5,14,13,6,13,9,6,11,10,9,14,5,7,17,11,145,12,3,SF,3.49816257807892,2.58720052430478,6.0853631023837,5.92378151865756,3.47559501588787,9.39937653454543
Micheal Nielson,193214,690,2044,193214,2044,C pf ,RS SR,82.5,210,89.0,27.5,7,9,14,5,12,12,11,14,9,7,7,10,7,7,131,10,1,C,3.4813725754736,2.60498773200935,6.08636030748294,5.89579258431448,3.49893183239626,9.39472441671075
Joseph Hooper,198489,582,2045,198489,2045,SG SF ,RS SR,76.5,205,78.0,43.0,12,18,17,13,12,9,17,12,9,17,18,18,13,17,202,14,5,SG,4.53292585707988,1.25810256958829,5.79102842666817,7.64873190475215,1.73181849929984,9.38055040405199
Pete Moore,194212,398,2044,194212,2044,PF c ,RS SR,80.0,240,88.0,33.0,11,15,7,13,17,10,10,13,5,9,14,17,7,10,158,12,2,PF,4.1202570172449,1.77951762347461,5.89977464071951,6.96081294874725,2.41591504999869,9.37672799874594
Ron Graves,215503,845,2046,215503,2046,SG pg sf pf ,SO,70.5,165,78.0,26.5,9,7,10,14,8,5,14,17,9,11,9,8,14,10,145,12,3,SG,3.01456999854845,3.18136853864556,6.19593853719402,5.11763268858027,4.25514345070298,9.37277613928325
Corey Tate,196295,163,2044,196295,2044,C PF ,RS SR,81.0,225,87.0,30.0,18,14,9,13,18,15,13,9,9,7,7,16,14,11,173,13,3,C,3.33133959332013,2.76050621059147,6.0918458039116,5.64568760306465,3.70297207629601,9.34865967936067
Clyde Adams,208804,719,2044,208804,2044,C SG SF pf ,SO,77.5,220,83.0,40.5,8,4,11,8,5,9,11,8,5,10,6,4,16,11,116,10,2,C,1.68129948488713,4.85580875481874,6.53710823970587,2.89507074230685,6.45200901432218,9.34707975662903
Anthony Freeman,193504,315,2044,193504,2044,PF C ,RS SR,81.5,235,86.0,27.5,16,6,16,14,14,10,12,14,10,16,11,7,5,16,167,12,3,PF,4.14256201811444,1.7266696240688,5.86923164218324,6.99799538519677,2.34657847477827,9.34457385997504
Marcus Jones,204900,28,2046,204900,2046,PF pg sg c ,RS SR,81.5,240,83.0,33.5,7,9,12,10,15,13,15,17,10,9,16,15,14,9,171,13,3,PG,1.93779660114662,4.52502337095316,6.46281997209978,3.32265143511142,6.01801859069054,9.34067002580196
Brian Minton,200852,180,2044,200852,2044,SG pg ,SR,71.5,160,73.25,30.0,6,14,6,14,12,11,14,10,18,14,15,12,17,11,174,12,4,SG,2.90879491514544,3.28064484385758,6.18943975900302,4.94130562454745,4.38539396314114,9.32669958768859
Jake Murray,193229,256,2044,193229,2044,SF SG ,RS SR,75.0,190,80.25,35.5,5,16,14,8,11,4,14,7,11,12,6,15,17,17,157,11,3,SF,3.77024527075475,2.17603043413987,5.94627570489462,6.37734336734818,2.93613985759151,9.31348322493968
Zoran Hribar,207482,976,2044,207482,2044,C ,RS SR,83.0,255,87.0,29.5,9,14,7,7,12,15,11,14,9,8,6,15,8,10,145,11,2,C,2.69814208975251,3.53698058613926,6.23512267589178,4.59014736461744,4.72170645701472,9.31185382163215
Benjamin Correa,206393,407,2046,206393,2046,PG SG SF ,SR,77.5,205,86.0,31.0,10,8,10,14,10,5,7,15,17,11,8,7,17,10,149,11,2,PG,3.41278889261467,2.62457337710213,6.0373622697168,5.78146358498865,3.524628198758,9.30609178374665
Dorsey Manning,207167,210,2045,207167,2045,C ,RS SO,82.5,260,87.0,29.0,18,12,13,7,5,13,6,12,5,10,4,14,13,9,141,11,2,C,3.55421637443317,2.42890098263824,5.98311735707141,6.0172231971801,3.26790601722137,9.28512921440147
